ACARA_ID,School_Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE_Score,School_Sector,Campus_Type,Governing_Body,Year_Range,ICSEA,Bottom_SEA_Quarter_(%),Lower_Middle_SEA_Quarter_(%),Upper_Middle_SEA_Quarter_(%),Top_SEA_Quarter_(%),Teaching_Staff,Full_Time_Equivalent_Teaching_Staff,Non-Teaching_Staff,Full_Time_Equivalent_Non-Teaching_Staff,Total_Enrolments,Girls_Enrolments,Boys_Enrolments,Full_Time_Equivalent_Enrolments,Indigenous_Enrolments_(%),Language_Background_Other_Than_English
43440,St Mary's Catholic Primary School,North Sydney,2060,Primary,Major Cities,-33.8327,151.208,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1201,0,1,11,87,30,24,10,6.2,438,230,208,438,0,14
43402,St Mary's Catholic Primary School,Erskineville,2043,Primary,Major Cities,-33.9002,151.188,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1151,3,6,21,70,13,10.4,7,3.6,202,109,93,202,4,44
43419,St Michael's Catholic Primary School,Lane Cove,2066,Primary,Major Cities,-33.819,151.17,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1179,0,3,19,78,34,25.7,15,7.7,522,248,274,522,0,15
43464,St Mary's Cathedral College,Sydney,2000,Combined,Major Cities,-33.8713,151.214,93,Catholic,School Single Entity,Catholic Schools NSW,3-Dec,1101,6,16,32,46,59,57.2,16,11.8,781,0,781,781,1,39
43466,Our Lady of Mount Carmel Catholic Primary School,Waterloo,2017,Primary,Major Cities,-33.8989,151.204,75,Catholic,School Single Entity,Catholic Schools NSW,K-6,857,53,23,19,5,14,11.9,8,4.2,81,36,45,81,59,22
43467,St Charles' Primary School,Waverley,2024,Primary,Major Cities,-33.8996,151.253,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1154,1,7,23,69,23,17.7,9,4.2,321,165,156,321,2,13
43656,St Pius X College,Chatswood,2067,Combined,Major Cities,-33.7948,151.183,,Independent,School Single Entity,Catholic Schools NSW,5-Dec,1150,1,7,24,67,89,87.8,41,33.1,1131,0,1131,1131,0,10
43657,Loreto Kirribilli,Kirribilli,2061,Combined,Major Cities,-33.8471,151.216,99,Independent,School Single Entity,Loreto Ministries Ltd,K-12,1187,0,3,14,83,115,103.2,74,60.4,1104,1104,0,1103.8,0,13
43667,Christian Brothers High School Lewisham,Lewisham,2049,Combined,Major Cities,-33.8974,151.146,,Independent,School Single Entity,Catholic Schools NSW,5-Dec,1071,8,25,36,31,103,96.5,33,28.6,1327,0,1327,1326,3,11
43671,St Augustine's College Sydney,Brookvale,2100,Combined,Major Cities,-33.7597,151.272,,Independent,School Single Entity,Catholic Schools NSW,5-Dec,1115,3,12,32,52,123,118.4,57,45.8,1341,0,1341,1339,1,5
43686,Kincoppal - Rose Bay School of the Sacred Heart,Rose Bay,2029,Combined,Major Cities,-33.8634,151.272,98,Independent,School Single Entity,Catholic Schools NSW,K-12,1159,1,6,23,71,106,94.3,53,44.9,911,879,32,911,1,14
43690,Loreto Normanhurst,Normanhurst,2076,Combined,Major Cities,-33.721,151.101,,Independent,School Single Entity,Association of Independent Schools of New South Wales,5-Dec,1157,1,6,22,70,124,115.2,81,73.4,1087,1087,0,1086.6,2,4
43700,Covenant Christian School,Belrose,2085,Combined,Major Cities,-33.7137,151.216,98,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1152,1,7,24,67,92,75.6,55,35.7,909,447,462,909,1,24
43705,Mount Sinai College,Maroubra,2035,Primary,Major Cities,-33.9352,151.237,98,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1151,2,7,25,66,21,20.2,14,11.1,274,124,150,274,0,10
43724,OneSchool Global NSW,Oatlands,2117,Combined,Major Cities,-33.7863,151.033,,Independent,School Head Campus,Association of Independent Schools of New South Wales,3-Dec,986,34,52,13,0,144,124.9,46,41.5,1106,528,578,1106,0,0
43725,Yeshiva College,Bondi,2026,Combined,Major Cities,-33.8916,151.259,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1117,2,11,37,50,6,6,8,5.9,50,22,28,50,0,38
43734,Currambena Primary School,Lane Cove,2066,Primary,Major Cities,-33.8208,151.17,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1105,4,12,39,45,7,6.3,3,1.9,91,44,47,91,2,23
43762,Abbotsleigh,Wahroonga,2076,Combined,Major Cities,-33.7199,151.111,100,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1216,0,2,10,88,155,139.8,118,106.9,1459,1459,0,1459,1,46
43795,Queenwood,Mosman,2088,Combined,Major Cities,-33.8238,151.248,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,,,,,,118,105,91,49.1,896,896,0,896,0,1
43812,Glenaeon Rudolf Steiner School,Middle Cove,2068,Combined,Major Cities,-33.7915,151.209,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1140,1,5,27,66,56,48.8,31,19.6,411,196,215,411,0,29
43815,Kamaroi Rudolf Steiner School,Belrose,2085,Primary,Major Cities,-33.7114,151.216,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1126,2,11,30,58,18,13.6,12,6.9,177,95,82,177,0,14
43821,The Scots College,Bellevue Hill,2023,Combined,Major Cities,-33.8751,151.254,99,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1110,4,16,35,46,237,223,144,123.2,1967,0,1967,1967,1,18
43839,Kesser Torah College,Dover Heights,2030,Combined,Major Cities,-33.8723,151.283,92,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1081,8,23,32,36,36,28.8,20,12.9,335,178,157,335,0,24
43841,St Andrew's Cathedral School,Sydney,2000,Combined,Major Cities,-33.8738,151.206,95,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1167,1,4,18,77,167,147.8,86,66,1313,498,815,1311.1,2,27
43846,Pymble Ladies' College,Pymble,2073,Combined,Major Cities,-33.7473,151.134,100,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1182,1,3,15,81,224,206.4,150,125.4,2273,2273,0,2272.6,1,44
43856,Northside Montessori School,Pymble,2073,Primary,Major Cities,-33.7349,151.137,93,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1153,2,3,24,72,10,8.1,20,13.9,88,36,52,88,0,43
43859,Masada College,St Ives,2075,Combined,Major Cities,-33.7298,151.167,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1142,1,7,26,67,62,54.7,36,23.9,479,186,293,478,0,34
43863,Roseville College,Roseville,2069,Combined,Major Cities,-33.7852,151.18,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1195,0,3,12,85,110,98.5,45,37.1,973,973,0,973,0,18
43868,Wenona School,North Sydney,2060,Combined,Major Cities,-33.8341,151.21,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1168,3,7,17,73,111,105.4,80,72.5,1138,1138,0,1138,0,4
43869,Forestville Montessori School,Forestville,2087,Primary,Major Cities,-33.7583,151.219,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,,,,,,17,14.5,5,4,60,24,36,60,0,0
43872,Claremont College,Randwick,2031,Primary,Major Cities,-33.9184,151.244,96,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1160,1,4,18,77,30,27,20,14.6,377,196,181,377,1,9
43875,SCECGS Redlands,Cremorne,2090,Combined,Major Cities,-33.8322,151.227,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1194,0,2,14,84,168,157,121,103.3,1600,806,794,1600,0,13
43896,Northcross Christian School,Ryde,2112,Primary,Major Cities,-33.8056,151.111,100,Independent,School Single Entity,Christian Schools Australia,K-6,1176,1,4,17,78,30,23.9,17,8.8,357,176,181,357,0,62
43899,Italian Bilingual School,Meadowbank,2114,Primary,Major Cities,-33.8864,151.158,97,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1134,2,6,27,65,13,10,4,3,90,49,41,90,2,23
43918,Yanginanook School,Belrose,2085,Combined,Major Cities,-33.7124,151.214,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-7,1087,13,15,24,49,6,3.3,3,1,37,23,14,37,8,13
43920,Kambala,Rose Bay,2029,Combined,Major Cities,-33.8656,151.272,99,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1140,1,3,16,80,121,109.6,83,63.7,972,972,0,972,1,6
43922,Montessori East,Bondi,2026,Primary,Major Cities,-33.893,151.264,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1189,0,2,13,85,6,5,21,12,101,46,55,101,0,18
43934,International Grammar School,Ultimo,2007,Combined,Major Cities,-33.8817,151.195,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1167,1,5,18,76,114,107,43,37.6,1186,544,642,1186,2,33
43939,Ravenswood School for Girls,Gordon,2072,Combined,Major Cities,-33.76,151.156,99,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1177,0,4,17,79,158,144,91,78.3,1268,1268,0,1268,0,26
43941,SCEGGS Darlinghurst,Darlinghurst,2010,Combined,Major Cities,-33.876,151.219,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1207,1,1,10,88,129,116.3,59,52.9,930,930,0,930,1,16
43953,Ascham School,Edgecliff,2027,Combined,Major Cities,-33.8787,151.237,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1135,2,11,31,55,143,127.1,99,84.1,1181,1181,0,1181,1,15
43957,Emanuel School,Randwick,2031,Combined,Major Cities,-33.907,151.244,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1183,1,4,16,80,91,83.2,57,39.2,829,400,429,829,0,10
43961,Berowra Christian School,Berowra,2081,Primary,Major Cities,-33.6213,151.147,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1082,5,22,39,34,8,4.6,4,1.9,50,20,30,50,0,18
43973,Galstaun College,Ingleside,2101,Combined,Major Cities,-33.6787,151.265,91,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,,,,,,28,24.4,11,7.5,306,148,158,306,0,61
43976,Arden Anglican School,Beecroft,2119,Primary,Major Cities,-33.7467,151.065,99,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1128,3,13,28,56,73,67.4,47,33.3,859,377,482,859,0,53
43979,John Colet School,Belrose,2085,Primary,Major Cities,-33.7229,151.214,100,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1211,0,2,11,87,22,18.5,28,14.6,228,111,117,228,0,44
43982,Inner Sydney Montessori School,Balmain,2041,Primary,Major Cities,-33.8591,151.185,95,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-6,1168,0,6,19,75,17,11.4,54,26.3,185,87,98,185,0,6
43988,The Athena School,Newtown,2042,Combined,Major Cities,-33.8956,151.175,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1015,23,34,36,8,7,7,6,4,45,23,22,45,2,56
43995,St Catherine's School,Waverley,2024,Combined,Major Cities,-33.9047,151.254,98,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1167,1,6,20,74,122,112.8,87,70.7,1013,1013,0,1013,1,18
43996,St Luke's Grammar School,Dee Why,2099,Combined,Major Cities,-33.7598,151.284,97,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1157,1,6,22,71,117,101.7,51,39.9,1148,569,579,1148,0,12
44003,A.G.B.U. Alexander Primary School,Duffys Forest,2084,Primary,Major Cities,-33.67679,151.18715,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,926,73,23,4,0,5,4.6,4,1.8,51,26,25,51,0,100
44007,Wahroonga Adventist School,Wahroonga,2076,Combined,Major Cities,-33.7367,151.1,97,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1139,1,8,30,61,48,42.2,10,5.8,516,244,272,516,0,22
44022,Mosman Church of England Preparatory School,Mosman,2088,Primary,Major Cities,-33.8329,151.24,99,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-6,1197,0,2,11,87,31,26.3,20,15.9,301,0,301,301,0,93
44023,Northern Beaches Christian School,Terrey Hills,2084,Combined,Major Cities,-33.674,151.202,92,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1134,1,10,29,60,91,83.1,52,40.2,1228,532,696,1226.5,0,7
44026,Coogee Boys' Preparatory School,Randwick,2031,Primary,Major Cities,-33.9128,151.239,100,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1154,1,7,22,70,14,11.4,4,3,125,0,125,125,0,22
44028,Oxford Falls Grammar School,Oxford Falls,2100,Combined,Major Cities,-33.7382,151.246,97,Independent,School Single Entity,Christian Schools Australia,K-12,1136,2,9,29,60,97,88.7,63,42.8,1126,553,573,1126,0,8
50251,St Andrew's Cathedral Gawura School,Sydney,2000,Primary,Major Cities,-33.8738,151.205,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,792,45,36,15,4,13,5.8,7,3.8,32,19,13,32,100,13
50500,Pittwater House Schools,Collaroy,2097,Combined,Major Cities,-33.7409,151.291,96,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1156,0,6,23,70,103,92.3,59,48.6,848,383,465,847.3,0,20
51526,International Chinese School,Chatswood,2067,Primary,Major Cities,-33.7955,151.177,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-4,1178,0,2,22,77,7,3.7,2,1.1,40,26,14,40,0,58
52051,Anzac Park Public School,Cammeray,2062,Primary,Major Cities,-33.8266,151.211,89,Government,School Single Entity,Department of Education NSW,"U, K-6",1141,1,8,26,65,34,37.1,6,6.2,619,319,300,619,1,50
52367,Hills Montessori School,West Pennant Hills,2125,Combined,Major Cities,-33.7521,151.025,,Independent,School Single Entity,,K,,,,,,3,1.5,3,1.5,13,6,7,13,0,
52671,Wentworth Point Public School,Wentworth Point,2127,Primary,Major Cities,-33.8233,151.08,85,Government,School Single Entity,,"U, K-6",1095,6,14,35,46,15,22.8,6,6,357,171,186,357,1,90
52704,Lindfield Learning Village,Lindfield,2070,Combined,Major Cities,-33.7867,151.16112,95,Government,School Single Entity,Department of Education NSW,K-12,1160,1,6,21,72,30,36.2,8,6.8,315,147,168,315,1,30
